sample,total_count,population,count,percentage
sample06691,106262.0,cd4_t_cell,31792.0,29.9185
sample06691,106262.0,cd8_t_cell,29253.0,27.5291
sample06691,106262.0,monocyte,23668.0,22.2732
sample06691,106262.0,nk_cell,15083.0,14.1942
sample06692,91239.0,b_cell,12798.0,14.0269
sample06692,91239.0,cd4_t_cell,31564.0,34.5949
sample06692,91239.0,cd8_t_cell,12341.0,13.526
sample06692,91239.0,monocyte,22098.0,24.2199
sample06692,91239.0,nk_cell,12438.0,13.6323
sample06693,101001.0,b_cell,10911.0,10.8029
sample06693,101001.0,cd4_t_cell,24030.0,23.7918
sample06693,101001.0,cd8_t_cell,23394.0,23.1621
sample06693,101001.0,monocyte,22468.0,22.2453
sample06693,101001.0,nk_cell,20198.0,19.9978
sample06694,105392.0,b_cell,8005.0,7.5955
sample06694,105392.0,cd4_t_cell,33606.0,31.8867
sample06694,105392.0,cd8_t_cell,21335.0,20.2435
sample06694,105392.0,monocyte,24301.0,23.0577
sample06694,105392.0,nk_cell,18145.0,17.2167
sample06695,103001.0,b_cell,17535.0,17.0241
sample06695,103001.0,cd4_t_cell,29328.0,28.4735
sample06695,103001.0,cd8_t_cell,24963.0,24.2357
sample06695,103001.0,monocyte,15111.0,14.6707
sample06695,103001.0,nk_cell,16064.0,15.596
sample06696,100155.0,b_cell,9699.0,9.684
sample06696,100155.0,cd4_t_cell,37589.0,37.5308
sample06696,100155.0,cd8_t_cell,23846.0,23.8091
sample06696,100155.0,monocyte,15558.0,15.5339
sample06696,100155.0,nk_cell,13463.0,13.4422
sample06697,97253.0,b_cell,7438.0,7.6481
sample06697,97253.0,cd4_t_cell,29415.0,30.2459
sample06697,97253.0,cd8_t_cell,30267.0,31.1219
sample06697,97253.0,monocyte,16470.0,16.9352
sample06697,97253.0,nk_cell,13663.0,14.0489
sample06698,89997.0,b_cell,8132.0,9.0359
sample06698,89997.0,cd4_t_cell,23649.0,26.2775
sample06698,89997.0,cd8_t_cell,17419.0,19.3551
sample06698,89997.0,monocyte,14870.0,16.5228
sample06698,89997.0,nk_cell,25927.0,28.8087
sample06699,94091.0,b_cell,16044.0,17.0516
sample06699,94091.0,cd4_t_cell,26618.0,28.2896
sample06699,94091.0,cd8_t_cell,19332.0,20.5461
sample06699,94091.0,monocyte,21040.0,22.3613
sample06699,94091.0,nk_cell,11057.0,11.7514
sample06700,99376.0,b_cell,10232.0,10.2962
sample06700,99376.0,cd4_t_cell,29439.0,29.6239
sample06700,99376.0,cd8_t_cell,19245.0,19.3658
sample06700,99376.0,monocyte,27246.0,27.4171
sample06700,99376.0,nk_cell,13214.0,13.297
sample06701,93268.0,b_cell,12177.0,13.0559
sample06701,93268.0,cd4_t_cell,21996.0,23.5837
sample06701,93268.0,cd8_t_cell,32465.0,34.8083
sample06701,93268.0,monocyte,16954.0,18.1777
sample06701,93268.0,nk_cell,9676.0,10.3744
sample06702,110608.0,b_cell,8702.0,7.8674
sample06702,110608.0,cd4_t_cell,34369.0,31.0728
sample06702,110608.0,cd8_t_cell,22083.0,19.9651
sample06702,110608.0,monocyte,26403.0,23.8708
sample06702,110608.0,nk_cell,19051.0,17.2239
sample06703,91536.0,b_cell,11369.0,12.4202
sample06703,91536.0,cd4_t_cell,32947.0,35.9935
sample06703,91536.0,cd8_t_cell,15732.0,17.1867
sample06703,91536.0,monocyte,19957.0,21.8024
sample06703,91536.0,nk_cell,11531.0,12.5972
sample06704,110954.0,b_cell,14156.0,12.7584
sample06704,110954.0,cd4_t_cell,27229.0,24.5408
sample06704,110954.0,cd8_t_cell,28924.0,26.0685
sample06704,110954.0,monocyte,21756.0,19.6081
sample06704,110954.0,nk_cell,18889.0,17.0242
sample06705,92891.0,b_cell,8604.0,9.2625
sample06705,92891.0,cd4_t_cell,27204.0,29.2859
sample06705,92891.0,cd8_t_cell,21483.0,23.1271
sample06705,92891.0,monocyte,19318.0,20.7964
sample06705,92891.0,nk_cell,16282.0,17.5281
sample06706,105593.0,b_cell,8257.0,7.8196
sample06706,105593.0,cd4_t_cell,36056.0,34.1462
sample06706,105593.0,cd8_t_cell,19856.0,18.8043
sample06706,105593.0,monocyte,25158.0,23.8254
sample06706,105593.0,nk_cell,16266.0,15.4044
sample06707,94599.0,b_cell,10931.0,11.5551
sample06707,94599.0,cd4_t_cell,24093.0,25.4686
sample06707,94599.0,cd8_t_cell,22234.0,23.5034
sample06707,94599.0,monocyte,20816.0,22.0045
sample06707,94599.0,nk_cell,16525.0,17.4685
sample06708,99994.0,b_cell,11771.0,11.7717
sample06708,99994.0,cd4_t_cell,33537.0,33.539
sample06708,99994.0,cd8_t_cell,25228.0,25.2295
sample06708,99994.0,monocyte,18620.0,18.6211
sample06708,99994.0,nk_cell,10838.0,10.8387
sample06709,103344.0,b_cell,9596.0,9.2855
sample06709,103344.0,cd4_t_cell,31474.0,30.4556
sample06709,103344.0,cd8_t_cell,22442.0,21.7158
sample06709,103344.0,monocyte,22030.0,21.3172
sample06709,103344.0,nk_cell,17802.0,17.226
sample06710,105339.0,b_cell,12684.0,12.0411
sample06710,105339.0,cd4_t_cell,20795.0,19.741
sample06710,105339.0,cd8_t_cell,31420.0,29.8275
sample06710,105339.0,monocyte,25271.0,23.9902
sample06710,105339.0,nk_cell,15169.0,14.4002
sample06711,93221.0,b_cell,8523.0,9.1428
sample06711,93221.0,cd4_t_cell,23051.0,24.7273
sample06711,93221.0,cd8_t_cell,31518.0,33.81
sample06711,93221.0,monocyte,20765.0,22.275
sample06711,93221.0,nk_cell,9364.0,10.0449
sample06712,92776.0,b_cell,9983.0,10.7603
sample06712,92776.0,cd4_t_cell,25213.0,27.1762
sample06712,92776.0,cd8_t_cell,13289.0,14.3237
sample06712,92776.0,monocyte,18430.0,19.8651
sample06712,92776.0,nk_cell,25861.0,27.8747
sample06713,93589.0,b_cell,5739.0,6.1321
sample06713,93589.0,cd4_t_cell,30504.0,32.5936
sample06713,93589.0,cd8_t_cell,16422.0,17.5469
sample06713,93589.0,monocyte,29048.0,31.0378
sample06713,93589.0,nk_cell,11876.0,12.6895
sample06714,92391.0,b_cell,10765.0,11.6516
sample06714,92391.0,cd4_t_cell,25408.0,27.5005
sample06714,92391.0,cd8_t_cell,23868.0,25.8337
sample06714,92391.0,monocyte,18339.0,19.8493
sample06714,92391.0,nk_cell,14011.0,15.1649
sample06715,94305.0,b_cell,9351.0,9.9157
sample06715,94305.0,cd4_t_cell,23085.0,24.4791
sample06715,94305.0,cd8_t_cell,23027.0,24.4176
sample06715,94305.0,monocyte,25572.0,27.1163
sample06715,94305.0,nk_cell,13270.0,14.0714
sample06716,97267.0,b_cell,3544.0,3.6436
sample06716,97267.0,cd4_t_cell,27320.0,28.0876
sample06716,97267.0,cd8_t_cell,25196.0,25.904
sample06716,97267.0,monocyte,23258.0,23.9115
sample06716,97267.0,nk_cell,17949.0,18.4533
sample06717,92260.0,b_cell,8548.0,9.2651
sample06717,92260.0,cd4_t_cell,29194.0,31.6432
sample06717,92260.0,cd8_t_cell,19835.0,21.499
sample06717,92260.0,monocyte,20979.0,22.739
sample06717,92260.0,nk_cell,13704.0,14.8537
sample06718,110041.0,b_cell,12588.0,11.4394
sample06718,110041.0,cd4_t_cell,24922.0,22.6479
sample06718,110041.0,cd8_t_cell,31867.0,28.9592
sample06718,110041.0,monocyte,18093.0,16.4421
sample06718,110041.0,nk_cell,22571.0,20.5114
sample06719,99123.0,b_cell,8086.0,8.1575
sample06719,99123.0,cd4_t_cell,15395.0,15.5312
sample06719,99123.0,cd8_t_cell,24100.0,24.3132
sample06719,99123.0,monocyte,30183.0,30.45
sample06719,99123.0,nk_cell,21359.0,21.548
sample06720,98148.0,b_cell,9215.0,9.3889
sample06720,98148.0,cd4_t_cell,29270.0,29.8223
sample06720,98148.0,cd8_t_cell,19945.0,20.3214
sample06720,98148.0,monocyte,26683.0,27.1865
sample06720,98148.0,nk_cell,13035.0,13.281
sample06721,91173.0,b_cell,19041.0,20.8845
sample06721,91173.0,cd4_t_cell,20760.0,22.7699
sample06721,91173.0,cd8_t_cell,23021.0,25.2498
sample06721,91173.0,monocyte,14037.0,15.396
sample06721,91173.0,nk_cell,14314.0,15.6998
sample06722,100584.0,b_cell,7015.0,6.9743
sample06722,100584.0,cd4_t_cell,32232.0,32.0449
sample06722,100584.0,cd8_t_cell,21622.0,21.4965
sample06722,100584.0,monocyte,21997.0,21.8693
sample06722,100584.0,nk_cell,17718.0,17.6151
sample06723,95561.0,b_cell,4365.0,4.5678
sample06723,95561.0,cd4_t_cell,35953.0,37.6231
sample06723,95561.0,cd8_t_cell,23710.0,24.8114
sample06723,95561.0,monocyte,16375.0,17.1357
sample06723,95561.0,nk_cell,15158.0,15.8621
sample06724,109347.0,b_cell,12717.0,11.6299
sample06724,109347.0,cd4_t_cell,30481.0,27.8755
sample06724,109347.0,cd8_t_cell,16014.0,14.6451
sample06724,109347.0,monocyte,29568.0,27.0405
sample06724,109347.0,nk_cell,20567.0,18.8089
sample06725,111696.0,b_cell,12848.0,11.5027
sample06725,111696.0,cd4_t_cell,27326.0,24.4646
sample06725,111696.0,cd8_t_cell,33217.0,29.7388
sample06725,111696.0,monocyte,16414.0,14.6952
sample06725,111696.0,nk_cell,21891.0,19.5987
sample06726,102549.0,b_cell,6917.0,6.7451
sample06726,102549.0,cd4_t_cell,31773.0,30.9832
sample06726,102549.0,cd8_t_cell,26860.0,26.1924
sample06726,102549.0,monocyte,25009.0,24.3874
sample06726,102549.0,nk_cell,11990.0,11.692
sample06727,107659.0,b_cell,17738.0,16.4761
sample06727,107659.0,cd4_t_cell,30160.0,28.0144
sample06727,107659.0,cd8_t_cell,27741.0,25.7675
sample06727,107659.0,monocyte,18538.0,17.2192
sample06727,107659.0,nk_cell,13482.0,12.5229
sample06728,102004.0,b_cell,8544.0,8.3761
sample06728,102004.0,cd4_t_cell,18420.0,18.0581
sample06728,102004.0,cd8_t_cell,34363.0,33.6879
sample06728,102004.0,monocyte,21283.0,20.8649
sample06728,102004.0,nk_cell,19394.0,19.013
sample06729,104380.0,b_cell,9102.0,8.7201
sample06729,104380.0,cd4_t_cell,28905.0,27.6921
sample06729,104380.0,cd8_t_cell,28345.0,27.1556
sample06729,104380.0,monocyte,19334.0,18.5227
sample06729,104380.0,nk_cell,18694.0,17.9096
sample06730,97366.0,b_cell,9537.0,9.795
sample06730,97366.0,cd4_t_cell,29708.0,30.5117
sample06730,97366.0,cd8_t_cell,22120.0,22.7184
sample06730,97366.0,monocyte,17529.0,18.0032
sample06730,97366.0,nk_cell,18472.0,18.9717
sample06731,106888.0,b_cell,17885.0,16.7325
sample06731,106888.0,cd4_t_cell,33079.0,30.9473
sample06731,106888.0,cd8_t_cell,16570.0,15.5022
sample06731,106888.0,monocyte,17453.0,16.3283
sample06731,106888.0,nk_cell,21901.0,20.4897
sample06732,95144.0,b_cell,8730.0,9.1756
sample06732,95144.0,cd4_t_cell,26155.0,27.4899
sample06732,95144.0,cd8_t_cell,25275.0,26.565
sample06732,95144.0,monocyte,20712.0,21.7691
sample06732,95144.0,nk_cell,14272.0,15.0004
sample06733,90482.0,b_cell,4268.0,4.717
sample06733,90482.0,cd4_t_cell,30816.0,34.0576
sample06733,90482.0,cd8_t_cell,20773.0,22.9582
sample06733,90482.0,monocyte,17023.0,18.8137
sample06733,90482.0,nk_cell,17602.0,19.4536
sample06734,108188.0,b_cell,9154.0,8.4612
sample06734,108188.0,cd4_t_cell,31756.0,29.3526
sample06734,108188.0,cd8_t_cell,29723.0,27.4735
sample06734,108188.0,monocyte,23851.0,22.0459
sample06734,108188.0,nk_cell,13704.0,12.6668
sample06735,104314.0,b_cell,9043.0,8.669
sample06735,104314.0,cd4_t_cell,24960.0,23.9278
sample06735,104314.0,cd8_t_cell,28595.0,27.4124
sample06735,104314.0,monocyte,27165.0,26.0416
sample06735,104314.0,nk_cell,14551.0,13.9492
sample06736,104407.0,b_cell,8873.0,8.4985
sample06736,104407.0,cd4_t_cell,36044.0,34.5226
sample06736,104407.0,cd8_t_cell,25441.0,24.3671
sample06736,104407.0,monocyte,18902.0,18.1042
sample06736,104407.0,nk_cell,15147.0,14.5076
sample06737,105277.0,b_cell,9051.0,8.5973
sample06737,105277.0,cd4_t_cell,28233.0,26.8178
sample06737,105277.0,cd8_t_cell,24650.0,23.4144
sample06737,105277.0,monocyte,26726.0,25.3864
sample06737,105277.0,nk_cell,16617.0,15.7841
sample06738,108060.0,b_cell,5301.0,4.9056
sample06738,108060.0,cd4_t_cell,26696.0,24.7048
sample06738,108060.0,cd8_t_cell,37884.0,35.0583
sample06738,108060.0,monocyte,20951.0,19.3883
sample06738,108060.0,nk_cell,17228.0,15.943
sample06739,98634.0,b_cell,12723.0,12.8992
sample06739,98634.0,cd4_t_cell,18863.0,19.1242
sample06739,98634.0,cd8_t_cell,26794.0,27.1651
sample06739,98634.0,monocyte,22558.0,22.8704
sample06739,98634.0,nk_cell,17696.0,17.9411
sample06740,93172.0,b_cell,7880.0,8.4575
sample06740,93172.0,cd4_t_cell,34891.0,37.4479
sample06740,93172.0,cd8_t_cell,13751.0,14.7587
sample06740,93172.0,monocyte,15756.0,16.9107
sample06740,93172.0,nk_cell,20894.0,22.4252
sample06741,109411.0,b_cell,10013.0,9.1517
sample06741,109411.0,cd4_t_cell,36393.0,33.2627
sample06741,109411.0,cd8_t_cell,32921.0,30.0893
sample06741,109411.0,monocyte,19051.0,17.4123
sample06741,109411.0,nk_cell,11033.0,10.084
sample06742,92749.0,b_cell,9074.0,9.7834
sample06742,92749.0,cd4_t_cell,27158.0,29.2812
sample06742,92749.0,cd8_t_cell,23557.0,25.3987
sample06742,92749.0,monocyte,11608.0,12.5155
sample06742,92749.0,nk_cell,21352.0,23.0213
sample06743,95615.0,b_cell,7300.0,7.6348
sample06743,95615.0,cd4_t_cell,30408.0,31.8025
sample06743,95615.0,cd8_t_cell,16998.0,17.7775
sample06743,95615.0,monocyte,17432.0,18.2314
sample06743,95615.0,nk_cell,23477.0,24.5537
sample06744,100426.0,b_cell,5321.0,5.2984
sample06744,100426.0,cd4_t_cell,30051.0,29.9235
sample06744,100426.0,cd8_t_cell,33524.0,33.3818
sample06744,100426.0,monocyte,17122.0,17.0494
sample06744,100426.0,nk_cell,14408.0,14.3469
sample06745,106549.0,b_cell,12549.0,11.7777
sample06745,106549.0,cd4_t_cell,36227.0,34.0003
sample06745,106549.0,cd8_t_cell,20917.0,19.6313
sample06745,106549.0,monocyte,19848.0,18.628
sample06745,106549.0,nk_cell,17008.0,15.9626
sample06746,96388.0,b_cell,10763.0,11.1663
sample06746,96388.0,cd4_t_cell,26913.0,27.9215
sample06746,96388.0,cd8_t_cell,32960.0,34.1951
sample06746,96388.0,monocyte,15832.0,16.4253
sample06746,96388.0,nk_cell,9920.0,10.2917
sample06747,95039.0,b_cell,4698.0,4.9432
sample06747,95039.0,cd4_t_cell,35951.0,37.8276
sample06747,95039.0,cd8_t_cell,19569.0,20.5905
sample06747,95039.0,monocyte,18004.0,18.9438
sample06747,95039.0,nk_cell,16817.0,17.6948
sample06748,101841.0,b_cell,17079.0,16.7703
sample06748,101841.0,cd4_t_cell,27048.0,26.559
sample06748,101841.0,cd8_t_cell,28531.0,28.0152
sample06748,101841.0,monocyte,14002.0,13.7489
sample06748,101841.0,nk_cell,15181.0,14.9066
sample06749,113026.0,b_cell,5218.0,4.6166
sample06749,113026.0,cd4_t_cell,35080.0,31.0371
sample06749,113026.0,cd8_t_cell,37724.0,33.3764
sample06749,113026.0,monocyte,17539.0,15.5177
sample06749,113026.0,nk_cell,17465.0,15.4522
sample06750,110661.0,b_cell,15010.0,13.5639
sample06750,110661.0,cd4_t_cell,43600.0,39.3996
sample06750,110661.0,cd8_t_cell,21107.0,19.0736
sample06750,110661.0,monocyte,17082.0,15.4363
sample06750,110661.0,nk_cell,13862.0,12.5265
sample06751,111276.0,b_cell,8368.0,7.52
sample06751,111276.0,cd4_t_cell,38701.0,34.7793
sample06751,111276.0,cd8_t_cell,30678.0,27.5693
sample06751,111276.0,monocyte,19357.0,17.3955
sample06751,111276.0,nk_cell,14172.0,12.7359
sample06752,90100.0,b_cell,9365.0,10.394
sample06752,90100.0,cd4_t_cell,27828.0,30.8857
sample06752,90100.0,cd8_t_cell,28618.0,31.7625
sample06752,90100.0,monocyte,16149.0,17.9234
sample06752,90100.0,nk_cell,8140.0,9.0344
sample06753,94081.0,b_cell,8456.0,8.988
sample06753,94081.0,cd4_t_cell,24087.0,25.6024
sample06753,94081.0,cd8_t_cell,34457.0,36.6248
sample06753,94081.0,monocyte,13339.0,14.1782
sample06753,94081.0,nk_cell,13742.0,14.6066
sample06754,93488.0,b_cell,8237.0,8.8108
sample06754,93488.0,cd4_t_cell,23028.0,24.632
sample06754,93488.0,cd8_t_cell,26991.0,28.8711
sample06754,93488.0,monocyte,15544.0,16.6267
sample06754,93488.0,nk_cell,19688.0,21.0594
sample06755,109645.0,b_cell,10393.0,9.4788
sample06755,109645.0,cd4_t_cell,41443.0,37.7974
sample06755,109645.0,cd8_t_cell,18602.0,16.9657
sample06755,109645.0,monocyte,25224.0,23.0052
sample06755,109645.0,nk_cell,13983.0,12.753
sample06756,96574.0,b_cell,7498.0,7.764
sample06756,96574.0,cd4_t_cell,23578.0,24.4144
sample06756,96574.0,cd8_t_cell,33658.0,34.852
sample06756,96574.0,monocyte,22687.0,23.4918
sample06756,96574.0,nk_cell,9153.0,9.4777
sample06757,98703.0,b_cell,13409.0,13.5852
sample06757,98703.0,cd4_t_cell,30477.0,30.8775
sample06757,98703.0,cd8_t_cell,24967.0,25.2951
sample06757,98703.0,monocyte,15805.0,16.0127
sample06757,98703.0,nk_cell,14045.0,14.2296
sample06758,100138.0,b_cell,8829.0,8.8168
sample06758,100138.0,cd4_t_cell,31266.0,31.2229
sample06758,100138.0,cd8_t_cell,26821.0,26.784
sample06758,100138.0,monocyte,14429.0,14.4091
sample06758,100138.0,nk_cell,18793.0,18.7671
sample06759,106858.0,b_cell,13501.0,12.6345
sample06759,106858.0,cd4_t_cell,27404.0,25.6452
sample06759,106858.0,cd8_t_cell,19989.0,18.7061
sample06759,106858.0,monocyte,22698.0,21.2413
sample06759,106858.0,nk_cell,23266.0,21.7728
sample06760,91857.0,b_cell,9098.0,9.9045
sample06760,91857.0,cd4_t_cell,17618.0,19.1798
sample06760,91857.0,cd8_t_cell,30912.0,33.6523
sample06760,91857.0,monocyte,18659.0,20.3131
sample06760,91857.0,nk_cell,15570.0,16.9503
sample06761,92796.0,b_cell,8498.0,9.1577
sample06761,92796.0,cd4_t_cell,24636.0,26.5486
sample06761,92796.0,cd8_t_cell,11083.0,11.9434
sample06761,92796.0,monocyte,28072.0,30.2513
sample06761,92796.0,nk_cell,20507.0,22.099
sample06762,102937.0,b_cell,6952.0,6.7536
sample06762,102937.0,cd4_t_cell,33838.0,32.8725
sample06762,102937.0,cd8_t_cell,24339.0,23.6446
sample06762,102937.0,monocyte,17766.0,17.2591
sample06762,102937.0,nk_cell,20042.0,19.4702
sample06763,106580.0,b_cell,8758.0,8.2173
sample06763,106580.0,cd4_t_cell,34002.0,31.9028
sample06763,106580.0,cd8_t_cell,23572.0,22.1167
sample06763,106580.0,monocyte,27588.0,25.8848
sample06763,106580.0,nk_cell,12660.0,11.8784
sample06764,89501.0,b_cell,8978.0,10.0312
sample06764,89501.0,cd4_t_cell,22138.0,24.7349
sample06764,89501.0,cd8_t_cell,20006.0,22.3528
sample06764,89501.0,monocyte,15504.0,17.3227
sample06764,89501.0,nk_cell,22875.0,25.5584
sample06765,101212.0,b_cell,13632.0,13.4688
sample06765,101212.0,cd4_t_cell,39256.0,38.7859
sample06765,101212.0,cd8_t_cell,20912.0,20.6616
sample06765,101212.0,monocyte,16723.0,16.5227
sample06765,101212.0,nk_cell,10689.0,10.561
sample06766,109530.0,b_cell,13229.0,12.078
sample06766,109530.0,cd4_t_cell,34905.0,31.868
sample06766,109530.0,cd8_t_cell,30310.0,27.6728
sample06766,109530.0,monocyte,16737.0,15.2807
sample06766,109530.0,nk_cell,14349.0,13.1005
sample06767,103859.0,b_cell,10304.0,9.9211
sample06767,103859.0,cd4_t_cell,26231.0,25.2564
sample06767,103859.0,cd8_t_cell,32706.0,31.4908
sample06767,103859.0,monocyte,19547.0,18.8207
sample06767,103859.0,nk_cell,15071.0,14.511
sample06768,100519.0,b_cell,12765.0,12.6991
sample06768,100519.0,cd4_t_cell,26529.0,26.392
sample06768,100519.0,cd8_t_cell,22786.0,22.6684
sample06768,100519.0,monocyte,17241.0,17.152
sample06768,100519.0,nk_cell,21198.0,21.0886
sample06769,100579.0,b_cell,8859.0,8.808
sample06769,100579.0,cd4_t_cell,26988.0,26.8326
sample06769,100579.0,cd8_t_cell,27799.0,27.639
sample06769,100579.0,monocyte,23176.0,23.0426
sample06769,100579.0,nk_cell,13757.0,13.6778
sample06770,96441.0,b_cell,8062.0,8.3595
sample06770,96441.0,cd4_t_cell,28717.0,29.7768
sample06770,96441.0,cd8_t_cell,29567.0,30.6581
sample06770,96441.0,monocyte,17629.0,18.2796
sample06770,96441.0,nk_cell,12466.0,12.926
sample06771,107821.0,b_cell,15471.0,14.3488
sample06771,107821.0,cd4_t_cell,30303.0,28.1049
sample06771,107821.0,cd8_t_cell,25203.0,23.3749
sample06771,107821.0,monocyte,19182.0,17.7906
sample06771,107821.0,nk_cell,17662.0,16.3809
sample06772,107821.0,b_cell,8514.0,7.8964
sample06772,107821.0,cd4_t_cell,30148.0,27.9612
sample06772,107821.0,cd8_t_cell,26002.0,24.1159
sample06772,107821.0,monocyte,24966.0,23.155
sample06772,107821.0,nk_cell,18191.0,16.8715
sample06773,106619.0,b_cell,14057.0,13.1843
sample06773,106619.0,cd4_t_cell,31930.0,29.9478
sample06773,106619.0,cd8_t_cell,21239.0,19.9205
sample06773,106619.0,monocyte,18639.0,17.4819
sample06773,106619.0,nk_cell,20754.0,19.4656
sample06774,95934.0,b_cell,12361.0,12.8849
sample06774,95934.0,cd4_t_cell,19245.0,20.0607
sample06774,95934.0,cd8_t_cell,27621.0,28.7917
sample06774,95934.0,monocyte,20106.0,20.9582
sample06774,95934.0,nk_cell,16601.0,17.3046
sample06775,100698.0,b_cell,8184.0,8.1273
sample06775,100698.0,cd4_t_cell,27815.0,27.6222
sample06775,100698.0,cd8_t_cell,25457.0,25.2805
sample06775,100698.0,monocyte,22766.0,22.6082
sample06775,100698.0,nk_cell,16476.0,16.3618
sample06776,108191.0,b_cell,9875.0,9.1274
sample06776,108191.0,cd4_t_cell,34433.0,31.8261
sample06776,108191.0,cd8_t_cell,25277.0,23.3633
sample06776,108191.0,monocyte,19147.0,17.6974
sample06776,108191.0,nk_cell,19459.0,17.9858
sample06777,90274.0,b_cell,11157.0,12.359
sample06777,90274.0,cd4_t_cell,24292.0,26.9092
sample06777,90274.0,cd8_t_cell,22718.0,25.1656
sample06777,90274.0,monocyte,20302.0,22.4893
sample06777,90274.0,nk_cell,11805.0,13.0769
sample06778,92671.0,b_cell,5583.0,6.0245
sample06778,92671.0,cd4_t_cell,30057.0,32.4341
sample06778,92671.0,cd8_t_cell,23377.0,25.2258
sample06778,92671.0,monocyte,22388.0,24.1586
sample06778,92671.0,nk_cell,11266.0,12.157
sample06779,90212.0,b_cell,12488.0,13.8429
sample06779,90212.0,cd4_t_cell,27370.0,30.3396
sample06779,90212.0,cd8_t_cell,23144.0,25.6551
sample06779,90212.0,monocyte,16041.0,17.7814
sample06779,90212.0,nk_cell,11169.0,12.3808
sample06780,96498.0,b_cell,11544.0,11.9629
sample06780,96498.0,cd4_t_cell,26028.0,26.9726
sample06780,96498.0,cd8_t_cell,22898.0,23.729
sample06780,96498.0,monocyte,19236.0,19.9341
sample06780,96498.0,nk_cell,16792.0,17.4014
sample06781,91781.0,b_cell,5853.0,6.3771
sample06781,91781.0,cd4_t_cell,36362.0,39.6182
sample06781,91781.0,cd8_t_cell,22155.0,24.139
sample06781,91781.0,monocyte,15549.0,16.9414
sample06781,91781.0,nk_cell,11862.0,12.9242
sample06782,91651.0,b_cell,4133.0,4.5095
sample06782,91651.0,cd4_t_cell,31835.0,34.735
sample06782,91651.0,cd8_t_cell,20983.0,22.8945
sample06782,91651.0,monocyte,25002.0,27.2796
sample06782,91651.0,nk_cell,9698.0,10.5814
sample06783,110956.0,b_cell,6159.0,5.5508
sample06783,110956.0,cd4_t_cell,36255.0,32.6751
sample06783,110956.0,cd8_t_cell,34217.0,30.8384
sample06783,110956.0,monocyte,22435.0,20.2197
sample06783,110956.0,nk_cell,11890.0,10.716
sample06784,109490.0,b_cell,7993.0,7.3002
sample06784,109490.0,cd4_t_cell,36399.0,33.2441
sample06784,109490.0,cd8_t_cell,25476.0,23.2679
sample06784,109490.0,monocyte,24539.0,22.4121
sample06784,109490.0,nk_cell,15083.0,13.7757
sample06785,109936.0,b_cell,5856.0,5.3267
sample06785,109936.0,cd4_t_cell,36512.0,33.2121
sample06785,109936.0,cd8_t_cell,25851.0,23.5146
sample06785,109936.0,monocyte,25574.0,23.2626
sample06785,109936.0,nk_cell,16143.0,14.684
sample06786,97158.0,b_cell,16539.0,17.0228
sample06786,97158.0,cd4_t_cell,27871.0,28.6863
sample06786,97158.0,cd8_t_cell,22913.0,23.5832
sample06786,97158.0,monocyte,14899.0,15.3348
sample06786,97158.0,nk_cell,14936.0,15.3729
sample06787,107242.0,b_cell,12287.0,11.4573
sample06787,107242.0,cd4_t_cell,32800.0,30.585
sample06787,107242.0,cd8_t_cell,27995.0,26.1045
sample06787,107242.0,monocyte,17680.0,16.4861
sample06787,107242.0,nk_cell,16480.0,15.3671
sample06788,107487.0,b_cell,11081.0,10.3092
sample06788,107487.0,cd4_t_cell,25946.0,24.1387
sample06788,107487.0,cd8_t_cell,29236.0,27.1996
sample06788,107487.0,monocyte,26349.0,24.5137
sample06788,107487.0,nk_cell,14875.0,13.8389
sample06789,93214.0,b_cell,6096.0,6.5398
sample06789,93214.0,cd4_t_cell,22180.0,23.7947
sample06789,93214.0,cd8_t_cell,22282.0,23.9041
sample06789,93214.0,monocyte,24229.0,25.9929
sample06789,93214.0,nk_cell,18427.0,19.7685
sample06790,104136.0,b_cell,9846.0,9.4549
sample06790,104136.0,cd4_t_cell,26370.0,25.3227
sample06790,104136.0,cd8_t_cell,32643.0,31.3465
sample06790,104136.0,monocyte,18274.0,17.5482
sample06790,104136.0,nk_cell,17003.0,16.3277
sample06791,89351.0,b_cell,7639.0,8.5494
sample06791,89351.0,cd4_t_cell,24326.0,27.2252
sample06791,89351.0,cd8_t_cell,27060.0,30.2851
sample06791,89351.0,monocyte,18442.0,20.6399
sample06791,89351.0,nk_cell,11884.0,13.3004
sample06792,98157.0,b_cell,12787.0,13.0271
sample06792,98157.0,cd4_t_cell,27531.0,28.0479
sample06792,98157.0,cd8_t_cell,24477.0,24.9366
sample06792,98157.0,monocyte,23680.0,24.1246
sample06792,98157.0,nk_cell,9682.0,9.8638
sample06793,109355.0,b_cell,14361.0,13.1325
sample06793,109355.0,cd4_t_cell,39849.0,36.44
sample06793,109355.0,cd8_t_cell,20330.0,18.5908
sample06793,109355.0,monocyte,22927.0,20.9657
sample06793,109355.0,nk_cell,11888.0,10.871
sample06794,96461.0,b_cell,11396.0,11.8141
sample06794,96461.0,cd4_t_cell,33946.0,35.1914
sample06794,96461.0,cd8_t_cell,25333.0,26.2624
sample06794,96461.0,monocyte,15311.0,15.8727
sample06794,96461.0,nk_cell,10475.0,10.8593
sample06795,101065.0,b_cell,8359.0,8.2709
sample06795,101065.0,cd4_t_cell,31290.0,30.9603
sample06795,101065.0,cd8_t_cell,28240.0,27.9424
sample06795,101065.0,monocyte,20822.0,20.6026
